name,latitude,longitude,description,info,type,status
Herrera-Thompson,-7.210765,-40.137098,Last tough clearly enough spring eight present. Talk light hot contain property agree include.,"{""address"": ""USNV Bird\nFPO AP 28461"", ""website"": ""http://www.elliott.biz/""}",SPORTS_BAR,ACTIVE
Hogan-Patterson,-7.5768,-40.503723,Capital father manager. Computer race myself best from should admit.,"{""address"": ""465 Elizabeth Avenue Suite 045\nSouth Tyler, AZ 25955"", ""website"": ""https://www.watts-jones.com/""}",SPORTS_BAR,ACTIVE
Swanson-Norton,-8.000163,-40.625031,Game last on expect staff but do different. Toward imagine family serve always throw if. Pull should quality computer win history benefit herself. Kitchen design yard plant eye important.,"{""address"": ""22105 Mooney Grove Apt. 449\nPughchester, KY 05172"", ""website"": ""http://www.nguyen.biz/""}",ROOFTOP_BAR,ACTIVE
Lowery Inc,-7.891275,-40.060341,Check left spring son leave. Chair case ago discuss whatever focus. Meeting daughter growth study type.,"{""address"": ""8096 Palmer Shores\nLake Douglasfurt, PW 35585"", ""website"": ""http://fry.com/""}",COCKTAIL_BAR,ACTIVE
Velez PLC,-8.057813,-39.135384,Arrive young sit discover. Memory difficult eat other party. Discuss on certainly coach want cold.,"{""address"": ""77364 Nguyen Bypass Suite 692\nLake Oscar, NH 56599"", ""website"": ""https://jackson-montgomery.biz/""}",FOOD_TRUCK,ACTIVE
"Reed, Andrade and Hill",-7.82774,-39.084347,Plan thus interview teacher move put of teach.,"{""address"": ""9279 Joshua Club\nLake Emilybury, OK 71032"", ""website"": ""http://taylor-miller.com/""}",LOUNGE,ACTIVE
Lewis-Vega,-7.496269,-38.980694,Much gas down others. Pass want despite help early.,"{""address"": ""2203 Antonio Terrace\nPort Cindyton, MN 95363"", ""website"": ""http://www.larsen.com/""}",RESTAURANT,ACTIVE
Valdez-Finley,-7.49243032395893,-38.9849461913764,Too international particular next sure. Available artist attention hold produce century body.,"{""address"": ""15159 Kimberly View\nEast Shannon, VT 04512"", ""website"": ""http://watkins.com/""}",WINERY,ACTIVE
George-Daniel,-7.493457,-38.984119,Face money beautiful true police time author. North nor firm issue.,"{""address"": ""109 Wendy Rapids\nJeffreybury, ID 95431"", ""website"": ""http://www.washington-drake.com/""}",ROOFTOP_BAR,ACTIVE
"Johnson, Campbell and Peters",-7.305417,-38.942028,Person wrong both air pay easy rule light.,"{""address"": ""86374 Kent Squares\nNew Hannahfurt, WI 76476"", ""website"": ""http://jones.net/""}",COCKTAIL_BAR,ACTIVE
Casey-Burton,-7.361498,-39.051235,Manage against begin network dinner. Shoulder individual imagine think budget likely north. End series interview down yet.,"{""address"": ""USCGC Reynolds\nFPO AA 06988"", ""website"": ""http://www.jackson.com/""}",BAR,ACTIVE
"Barnes, Mcmillan and Thomas",-7.17975,-39.32539,Recent computer true expect. Movement skin work plan. Front early attorney Republican girl attack close drive.,"{""address"": ""64391 Holland Mountains Suite 551\nHoopershire, MT 68996"", ""website"": ""http://www.butler-forbes.com/""}",SPORTS_BAR,ACTIVE
Jones PLC,-7.220161,-39.327286,Five decide exactly take leave age go. Western two within sport. Start skill fire fly main.,"{""address"": ""01006 Stephanie Row Apt. 556\nNorth Jamie, ID 60642"", ""website"": ""http://www.reeves.org/""}",COCKTAIL_BAR,ACTIVE
Torres-Torres,-7.23631795957383,-39.4087100028992,Growth risk attention majority car manager. Office federal check word thing member concern. Or local woman radio remain.,"{""address"": ""604 Melissa Brooks Suite 646\nEwington, VA 90492"", ""website"": ""http://www.munoz.com/""}",SPORTS_BAR,ACTIVE
"Odonnell, Lopez and Mercer",-7.094549,-39.679452,Whose speak leg challenge. Democratic bar appear character. Feel interview hospital likely she. Social respond suffer mother.,"{""address"": ""56596 Brenda Motorway\nEast Zacharychester, VT 79287"", ""website"": ""http://williams.info/""}",LOUNGE,ACTIVE
Vincent-Duncan,-7.0317799646083,-39.3230912089348,Drop national defense writer alone hair evening able. Serve short assume TV. Something huge five it key. Site away foot may skin have draw.,"{""address"": ""063 Jones Island Suite 277\nMatthewstad, SD 61435"", ""website"": ""http://www.long.info/""}",PUB,ACTIVE
Camacho Inc,-6.098614,-39.446843,Few there six call. However color hand view wonder.,"{""address"": ""232 Philip Lodge\nOlsonville, MS 41354"", ""website"": ""http://www.buchanan.com/""}",BREWERY,ACTIVE
"Hinton, Irwin and Delacruz",-6.511598,-39.551323,Bed carry cultural. Party story southern box call right list. Defense possible direction bit. Dark participant perhaps bring score.,"{""address"": ""197 Young Skyway Suite 283\nWest Toddmouth, HI 72981"", ""website"": ""http://flynn.com/""}",RESTAURANT,ACTIVE
Freeman-Mcdaniel,-6.602465,-39.056591,Side for hundred. Beat data scientist term again position wear. Result impact majority watch.,"{""address"": ""49926 Jones Manors Suite 561\nDanielland, TN 45698"", ""website"": ""http://doyle.com/""}",COCKTAIL_BAR,ACTIVE
"Young, Flores and Evans",-6.372050452048,-39.3027117848396,President by mother apply. Detail draw field southern bring camera control. Contain affect first old gun.,"{""address"": ""2665 Williamson Row Apt. 304\nBowenchester, FL 62356"", ""website"": ""https://www.wiley.info/""}",BREWERY,ACTIVE
"Curry, Jones and Newman",-6.357998,-39.295536,For last contain do design fast reason. Sometimes group get throw middle top president.,"{""address"": ""0509 Alice Crescent Apt. 494\nDavidshire, TN 14919"", ""website"": ""https://www.hale.com/""}",CAFE,ACTIVE
Palmer and Sons,-6.191425,-38.89209,Air glass skin his behavior vote. Whom month win theory establish decision beyond.,"{""address"": ""6157 Nathan Greens Suite 830\nRamirezshire, IL 01279"", ""website"": ""http://www.davis-reyes.com/""}",BAR,ACTIVE
Evans-Kelley,-6.413892,-38.863136,Carry program like democratic. Those station never while become manager find time. Everything however especially hot Mrs.,"{""address"": ""Unit 3623 Box 4066\nDPO AA 92887"", ""website"": ""http://wilkins.com/""}",COCKTAIL_BAR,ACTIVE
Cobb-Sims,-6.75509944133672,-38.9582531154156,Computer alone decision game culture capital.,"{""address"": ""18506 Nichols Ports\nCarpenterberg, MO 56690"", ""website"": ""https://campbell-mendez.com/""}",COCKTAIL_BAR,ACTIVE
Walker and Sons,-6.665616,-39.013936,Short compare your teach article buy smile. Claim traditional age remember claim.,"{""address"": ""96990 Kelly Point\nValeriestad, WV 53931"", ""website"": ""http://www.gentry-lam.com/""}",FOOD_TRUCK,ACTIVE
Bell Inc,-6.771475,-38.236439,Recently air born drive ok step.,"{""address"": ""82960 Dickerson Mews Apt. 674\nLake Austin, GU 89362"", ""website"": ""http://strickland.com/""}",COCKTAIL_BAR,ACTIVE
Rivera LLC,-6.77087162684395,-38.2342430949211,Owner would doctor assume. Everything magazine daughter clearly.,"{""address"": ""04802 Walker Station Suite 832\nJoanfurt, WY 49750"", ""website"": ""https://moore-mitchell.com/""}",WINERY,ACTIVE
Sims and Sons,-6.903655,-38.563414,Receive history life drop never whether. Early dinner have item fear. Tree scientist share all keep consider.,"{""address"": ""9776 Becker Village Suite 467\nEast Sarahland, GU 34648"", ""website"": ""http://sanford.biz/""}",BAR,ACTIVE
"Chapman, Romero and Rodriguez",-6.891016,-38.551885,Evening happy fund in Mr must show. Indeed contain consider member bag beautiful none.,"{""address"": ""173 Morrison Shoal\nTinamouth, IN 21607"", ""website"": ""https://phillips-bryant.com/""}",CAFE,ACTIVE
Stanley-Roberson,-6.520711,-38.4128,Street thought church. Card senior future whatever anything least her. Blood director federal very network these art.,"{""address"": ""477 Mary Mountains\nKimberlyburgh, NE 07322"", ""website"": ""http://colon.com/""}",ROOFTOP_BAR,ACTIVE
Carter-Wolfe,-6.20659841458492,-38.4949180262765,Just he mention become skin red serve security. Happen while strong thing. Within structure record identify even account.,"{""address"": ""294 Chavez Prairie Apt. 471\nChadview, RI 19875"", ""website"": ""https://www.house.org/""}",BAR,ACTIVE
"Wilson, Kidd and Myers",-6.910448,-37.600536,Same coach could wall probably. Former civil agent themselves. Team section family chair little dog.,"{""address"": ""961 Ross Cape Apt. 119\nHarveyside, TX 28101"", ""website"": ""http://santos.info/""}",BREWERY,ACTIVE
Gallegos Inc,-6.772448,-37.796222,Add miss little pattern memory.,"{""address"": ""84376 Ryan Trail\nPort Brian, IA 45838"", ""website"": ""https://petty.info/""}",ROOFTOP_BAR,ACTIVE
"Williams, Livingston and Green",-7.75062787993677,-37.6383762806654,Dream western break deal four stage end. Administration four establish subject their read different knowledge. Central response point pressure.,"{""address"": ""2321 Joshua Ridges Apt. 131\nWilliamberg, UT 97520"", ""website"": ""https://www.hopkins-barajas.com/""}",NIGHTCLUB,ACTIVE
Rice-Waller,-7.59964464304554,-37.5397554785013,Along nothing past second. Ok trade many couple notice you. Speech later yes think address stuff.,"{""address"": ""88697 Christopher Forge\nDanielside, MN 24327"", ""website"": ""http://barry-wright.com/""}",ROOFTOP_BAR,ACTIVE
Rogers Group,-8.0739917284992,-37.2657938749575,Provide available without sure. Personal close man him wrong type.,"{""address"": ""4443 Taylor Fields Apt. 247\nJonesborough, WV 16510"", ""website"": ""http://french.org/""}",CAFE,ACTIVE
White-Olsen,-7.478206,-37.274309,Some sort exist. Ask happy serious marriage attorney teach right nation. Know measure table economic east behind.,"{""address"": ""9277 Gates Hollow Suite 131\nPort Alexburgh, MI 67557"", ""website"": ""http://www.lang.com/""}",COCKTAIL_BAR,ACTIVE
Becker-Owens,-8.007097,-36.059364,Chance truth culture happen campaign executive. Thus join five dinner group.,"{""address"": ""3640 Herrera Junctions Apt. 673\nMalonemouth, MS 57846"", ""website"": ""http://www.herrera-levy.com/""}",BAR,ACTIVE
Allen LLC,-8.299414,-35.974777,Hour realize author. General test continue figure prepare environmental customer approach. Again fish eat allow.,"{""address"": ""34165 Estrada Hollow Suite 739\nLake Bonnieborough, NV 67579"", ""website"": ""https://www.lang.com/""}",WINERY,ACTIVE
"Branch, Hayes and Johnson",-8.28406874920031,-35.98508477211,Read understand most turn surface material many. So improve body development get last. Science professional partner there environmental age meeting.,"{""address"": ""9976 Hall Fords Apt. 838\nMillerchester, MA 08742"", ""website"": ""https://www.thompson.com/""}",RESTAURANT,ACTIVE
Walker-Grant,-8.279534,-35.972027,Response miss kind partner. Responsibility we animal coach million. Law something set be key suffer interest.,"{""address"": ""78014 Haley Village Apt. 534\nBowersshire, FL 78506"", ""website"": ""https://www.hubbard-mcdonald.com/""}",ROOFTOP_BAR,ACTIVE
Romero-Harris,-8.65918,-35.567326,Over room some yet. Career list class later ago him later occur.,"{""address"": ""182 Andre Mission Apt. 798\nNorth Charles, MS 87271"", ""website"": ""https://www.murray.org/""}",SPORTS_BAR,ACTIVE
Gray PLC,-8.240685,-35.749748,Yourself discover money any identify factor. Best choose wonder pass mouth interview section. Become keep street magazine.,"{""address"": ""92092 Burch Junction Suite 171\nPort Jasonberg, AL 76325"", ""website"": ""http://torres.com/""}",FOOD_TRUCK,ACTIVE
"Roberts, Carey and Weaver",-8.11763,-35.297133,Mind across hot shake today stock think. Hotel rock under although build according. Open single fish edge allow as.,"{""address"": ""7458 Lisa Lock\nNorth Debra, MO 18528"", ""website"": ""http://www.stevenson.com/""}",FOOD_TRUCK,ACTIVE
Allison-Norton,-8.504922,-35.374802,Nice use director dinner half hair husband. Realize drop rate choice property lawyer play hold.,"{""address"": ""6812 Brandon Orchard\nLake Justin, OK 33791"", ""website"": ""https://velez-giles.info/""}",WINERY,ACTIVE
Miller-Hernandez,-8.44001,-35.013629,Spring performance approach good poor ten part idea.,"{""address"": ""635 Hernandez Extension\nNew Paul, WV 04419"", ""website"": ""https://christensen.biz/""}",CAFE,ACTIVE
"Mullen, Lawson and Oconnor",-8.16318,-34.926126,Power answer many. North name create oil.,"{""address"": ""65732 Jennifer Groves Suite 169\nHodgesborough, MN 91432"", ""website"": ""https://davis-richardson.com/""}",PUB,ACTIVE
Smith-Graves,-8.271187,-35.024109,International catch at despite. City stay station may write. Character pay worker watch.,"{""address"": ""91574 Peter Hollow Suite 380\nHubbardville, TN 97876"", ""website"": ""http://www.cook.biz/""}",PUB,ACTIVE
Morris-Herrera,-8.239179,-34.940414,Decade begin course manager fly dark. History source dream so.,"{""address"": ""039 Evans Throughway\nTaylormouth, TX 21584"", ""website"": ""http://king.com/""}",RESTAURANT,ACTIVE
Stanley-Shelton,-8.342249,-35.002079,Hot discuss order financial senior time. Dog catch black draw must summer reason.,"{""address"": ""10772 Tiffany Meadows\nWest Carolinefort, PR 49287"", ""website"": ""http://gillespie-cook.com/""}",PUB,ACTIVE
"Parks, Miller and Young",-8.351858,-34.953802,Section economic blue heavy ability people. Thing minute including whom today guess.,"{""address"": ""PSC 5608, Box 6818\nAPO AE 87133"", ""website"": ""http://butler.com/""}",BAR,ACTIVE
"Dunn, Norris and Garcia",-8.340719,-34.957516,Hair lay public baby sort chair another. Sister according whether there.,"{""address"": ""923 Parker Spring Suite 873\nNorth Franciscoberg, MO 21144"", ""website"": ""https://www.crawford.net/""}",WINERY,ACTIVE
Garcia-Potts,-8.290273,-35.034371,Campaign half sport certain authority war pretty might.,"{""address"": ""07639 Brown Ridge\nNew Erikaport, NH 19161"", ""website"": ""http://www.navarro.info/""}",BREWERY,ACTIVE
Mcdowell and Sons,-8.39919,-35.059696,Me travel to believe various career the. Car guess push worry. Not official study hard already first stage.,"{""address"": ""1464 Sheri Meadows\nBarajasstad, MO 40116"", ""website"": ""https://www.gonzalez.com/""}",ROOFTOP_BAR,ACTIVE
"Perez, Davis and Thomas",-7.896735,-35.176212,Appear once establish tonight clear prevent fast nice. Order story eight American. How agree others area month never.,"{""address"": ""0788 Jackie Inlet Suite 690\nSamanthaside, WY 64523"", ""website"": ""https://www.griffin.com/""}",CAFE,ACTIVE
Andrews LLC,-7.920455,-34.929091,Too build goal business charge. Avoid term myself campaign. Organization box control item onto foreign. Fear or per mention sense partner professor such.,"{""address"": ""638 Harper Underpass Suite 303\nNorth Melissa, ND 44563"", ""website"": ""https://parrish.biz/""}",COCKTAIL_BAR,ACTIVE
"Frank, Stark and Chandler",-7.995992,-34.928318,Pm garden while free little. People car social scientist heavy little east. Act quickly power the trip.,"{""address"": ""49545 Holland Plains\nNorth Ryan, KS 14519"", ""website"": ""http://www.williams.info/""}",WINERY,ACTIVE
Smith LLC,-7.995084,-34.862473,Hotel front discover treat write true ok. Where leader stop design order every court. Scientist Republican control oil candidate dark.,"{""address"": ""570 Timothy Prairie\nGriffinburgh, NH 89919"", ""website"": ""http://branch.org/""}",FOOD_TRUCK,ACTIVE
"Martinez, Juarez and Smith",-8.057808,-34.890556,Personal question art reason gun positive price. During hope concern impact guy doctor add. Million ground know series treatment.,"{""address"": ""132 David Bridge Suite 347\nNew Mitchellberg, WA 42451"", ""website"": ""https://www.stevens-whitney.biz/""}",CAFE,ACTIVE
"Waters, Sanchez and Young",-8.062745,-34.89505,Out director make fall campaign weight. Door cold job second hope form game.,"{""address"": ""3806 Miller Land\nMaryshire, WI 46258"", ""website"": ""https://www.johnson.com/""}",PUB,ACTIVE
Mills PLC,-8.0630375778322,-34.8955721408129,Understand each north like nearly cell listen. Song relate good. Painting ability administration crime job black song.,"{""address"": ""0364 Ronald Street\nScottfort, VA 20049"", ""website"": ""https://www.le.info/""}",PUB,ACTIVE
"Moore, Steele and Scott",-8.020628,-34.92073,Without student again investment general set own. Letter whatever inside will set. Discussion beat international firm energy east product.,"{""address"": ""50860 Decker Pines Apt. 460\nStanleybury, MN 76159"", ""website"": ""https://gregory.info/""}",BAR,ACTIVE
Green-Berry,-8.013449,-34.923267,Series some appear event full fear. Local provide fire add property. Student inside story relate shoulder.,"{""address"": ""720 Randall Row\nNew Kathleen, OR 18374"", ""website"": ""http://www.miller.com/""}",RESTAURANT,ACTIVE
"Neal, Fisher and Webb",-8.006169,-34.933075,Avoid agent yet wonder. Quite road floor husband. Federal race blood tree nearly.,"{""address"": ""USS Guzman\nFPO AA 35067"", ""website"": ""http://duran.com/""}",NIGHTCLUB,ACTIVE
"Mccarthy, Bailey and Jones",-7.997536,-35.010925,Usually mind our pick source concern. Away answer attorney must. Per reveal give month fear. Kid majority force.,"{""address"": ""42502 Brent Islands Apt. 553\nGrossfort, PR 43899"", ""website"": ""http://www.gibson.info/""}",BAR,ACTIVE
Arnold LLC,-8.104928,-34.978443,Partner spend health move day. Give then medical fish state one international. Ground investment Congress believe role total. Similar style his.,"{""address"": ""Unit 1023 Box 5514\nDPO AP 87533"", ""website"": ""http://randolph-rodriguez.com/""}",CAFE,ACTIVE
"Thomas, Hernandez and Thomas",-8.114861,-34.907029,Area line material teach direction human yourself. Some guess region age.,"{""address"": ""USNS Solomon\nFPO AE 99203"", ""website"": ""https://www.chan-bean.biz/""}",BREWERY,ACTIVE
Willis Group,-8.10646811518252,-34.9132552742958,Also move marriage even. Much boy performance.,"{""address"": ""045 Paul Path Suite 224\nWalshport, VT 74986"", ""website"": ""http://www.davis-hardy.com/""}",SPORTS_BAR,ACTIVE
"Rice, Hughes and Randolph",-8.088517,-34.8843,Assume part street. Understand whole seek notice site. Future practice brother out machine. Hot ahead difference why Mr government size.,"{""address"": ""963 Jessica Row\nWest David, AK 45026"", ""website"": ""https://pugh.com/""}",CAFE,ACTIVE
Johnson-Williams,-8.12110047300887,-34.9056994915009,Purpose claim out kid want save change. Lot national property tonight machine most. Just in low create between benefit product.,"{""address"": ""4719 Navarro Turnpike Apt. 213\nNorth Jill, SC 04882"", ""website"": ""https://oconnor.net/""}",WINERY,ACTIVE
Hampton and Sons,-7.914542,-34.824959,Trade theory simple door join bag follow.,"{""address"": ""Unit 7901 Box 3571\nDPO AP 92750"", ""website"": ""https://www.brooks.com/""}",BAR,ACTIVE
Clark-Young,-7.562335,-34.99021,In lot perhaps partner their.,"{""address"": ""0331 Brian Path\nEast Michael, CA 46422"", ""website"": ""http://www.reed.com/""}",WINERY,ACTIVE
Ibarra Ltd,-7.5618,-35.002079,Cold piece foot management meet. Building main magazine situation second military. Interview effect red mean west brother son.,"{""address"": ""1730 Macdonald Trafficway Apt. 833\nLake Brandy, IL 21765"", ""website"": ""http://lynch-fletcher.org/""}",ROOFTOP_BAR,ACTIVE
"Bell, Warren and Fernandez",-7.663618,-34.934387,Short matter leg ground. Ahead service form these rich recently despite.,"{""address"": ""10343 Jaclyn Corner Apt. 610\nPort Carolland, MA 49954"", ""website"": ""https://www.adams.com/""}",RESTAURANT,ACTIVE
"Johnson, Mccoy and Mullen",-7.60268479793778,-35.2300804853439,Series well early stuff difference.,"{""address"": ""44701 Shannon Meadow\nNorth Seanchester, UT 56691"", ""website"": ""http://www.smith.com/""}",NIGHTCLUB,ACTIVE
Sanchez-Perkins,-7.611712,-35.325008,State each few sort PM up to. Miss anyone education north less live bad. Baby writer later mention.,"{""address"": ""4724 Allison Underpass\nLake Barryton, WA 60867"", ""website"": ""https://www.herrera-castro.org/""}",WINERY,ACTIVE
"Moore, Brown and Meyer",-7.845045,-35.255991,Unit bring we attack.,"{""address"": ""8154 Brooks Creek Suite 880\nEast Jeffrey, RI 86167"", ""website"": ""https://www.washington.com/""}",RESTAURANT,ACTIVE
"Brown, Carr and Miller",-7.87869,-35.453091,Ability along heart Democrat trial measure. Debate teacher institution. Three really create edge body dog.,"{""address"": ""6966 Carr Road\nNorth Nathan, LA 19858"", ""website"": ""http://www.mccarty.com/""}",FOOD_TRUCK,ACTIVE
Chavez-Allen,-7.795881,-35.588473,Floor system learn compare cut four happen.,"{""address"": ""372 Hurst Mountain Apt. 630\nEast Nathan, NH 34667"", ""website"": ""https://adkins.biz/""}",RESTAURANT,ACTIVE
"Hicks, Pena and Fleming",-7.85583,-35.774628,Poor whose rather official skin reach cause sure.,"{""address"": ""4304 Rodney Camp Suite 116\nNew Marco, CT 52317"", ""website"": ""http://www.jackson.biz/""}",NIGHTCLUB,ACTIVE
Lynch Ltd,-7.751224,-35.604786,Professor we whole. Not pressure past before. Important wall region sell same.,"{""address"": ""USNS Miller\nFPO AP 27301"", ""website"": ""http://berger-parks.com/""}",BAR,ACTIVE
Taylor Ltd,-7.23794772442189,-35.9052474796772,Beautiful choose truth do raise stay here page. Tend sport machine whom.,"{""address"": ""045 Antonio Parks Apt. 149\nNorth Wendyville, MO 05389"", ""website"": ""https://www.henderson-hunter.com/""}",RESTAURANT,ACTIVE
Adkins-Rice,-7.230583,-35.897145,Lead big central goal. Finally point manager along. Accept hair religious everybody relationship.,"{""address"": ""PSC 9908, Box 2317\nAPO AP 62223"", ""website"": ""http://welch.org/""}",ROOFTOP_BAR,ACTIVE
"Kelly, Maldonado and Holmes",-7.227808,-35.884496,Dog surface good physical prevent almost. Shoulder practice man sister.,"{""address"": ""18006 Watson Inlet\nWest Angelastad, IL 96006"", ""website"": ""http://www.wood.com/""}",CAFE,ACTIVE
Smith and Sons,-7.222899,-35.890027,Born big method yes behavior weight.,"{""address"": ""2156 Joseph Junctions Suite 502\nHortontown, MO 57166"", ""website"": ""https://roach-salazar.biz/""}",ROOFTOP_BAR,ACTIVE
Lopez LLC,-7.115218,-34.879635,Recent effect company part national statement.,"{""address"": ""9516 Mclean Ports Apt. 261\nNorth Brandon, GA 40707"", ""website"": ""http://jones-brown.com/""}",CAFE,ACTIVE
"Mcknight, Gutierrez and Brown",-6.832318,-35.138178,Else build position investment allow cell use series. Eight operation course per base red.,"{""address"": ""4264 Robertson Plaza\nWest Coreytown, SD 93409"", ""website"": ""http://martin.com/""}",SPORTS_BAR,ACTIVE
"Wilkerson, Sanders and Mclaughlin",-6.38095787299981,-35.1302121878325,Lose how instead use free. Company something open answer director green.,"{""address"": ""PSC 8570, Box 6810\nAPO AP 24819"", ""website"": ""http://www.huber.com/""}",RESTAURANT,ACTIVE
"Mendez, George and Padilla",-7.066603,-36.360165,Source occur if front whom meet. Development bad parent wide size appear. Lead get lose.,"{""address"": ""07989 Walsh Pike Apt. 197\nSouth Rodney, SC 24881"", ""website"": ""https://www.lyons.com/""}",BREWERY,ACTIVE
Rodriguez-Murphy,-6.867887,-36.917473,Staff red usually history save decide. Southern lot home international language crime. From social low.,"{""address"": ""72321 Sharon Crescent\nNew Jesusstad, NC 56123"", ""website"": ""https://www.gutierrez.com/""}",SPORTS_BAR,ACTIVE
Lynch-Wilson,-7.026488,-37.275883,Home teach high item arm three strategy. Accept protect represent foreign conference rich.,"{""address"": ""2566 Joseph Haven\nLake Rebekah, ME 94457"", ""website"": ""https://taylor-phillips.info/""}",NIGHTCLUB,ACTIVE
"Rogers, Gill and Bailey",-7.02586,-37.275711,Allow watch at. Music religious road staff theory everybody sing. Recently wrong ahead small after other expert.,"{""address"": ""810 Roberts Terrace\nWilliambury, VA 73395"", ""website"": ""https://reese-williams.info/""}",RESTAURANT,ACTIVE
Evans-Price,-6.456517,-37.094879,Media will level method. Push oil least girl collection memory. Firm recently born top own off.,"{""address"": ""527 Ward Crossing\nWest Heidiport, HI 30863"", ""website"": ""http://www.evans-mcbride.com/""}",CAFE,ACTIVE
Jones Inc,-6.439379,-37.08689,Fear general best lead fight. Sell people message particularly choose. Who popular follow.,"{""address"": ""504 Meghan Brook Apt. 420\nTannerside, RI 81416"", ""website"": ""https://www.weber.com/""}",SPORTS_BAR,ACTIVE
Lozano-Hanson,-6.039956,-37.021688,From be show father officer wait. Actually eight develop air clear us. Exist leader apply popular table. Last leg task price risk.,"{""address"": ""02495 Morse Neck\nDanaberg, NM 27409"", ""website"": ""http://www.blair-miranda.com/""}",COCKTAIL_BAR,ACTIVE
"Shelton, Hensley and Osborn",-5.866109,-37.185309,Share that degree if main they seven require. Voice such ago claim close.,"{""address"": ""64629 Stanton Meadows\nNancyshire, KY 48670"", ""website"": ""https://www.miranda-harris.info/""}",PUB,ACTIVE
"Castro, Black and Rice",-5.643654,-37.264652,Like either different those simply. Before focus mission often born.,"{""address"": ""12284 Gary Hollow\nRickychester, NH 74249"", ""website"": ""http://morris.com/""}",NIGHTCLUB,ACTIVE
Mathews PLC,-5.2984,-36.765306,New natural test machine film western third tend. Chair according down many. Top structure imagine himself traditional.,"{""address"": ""PSC 0531, Box 8314\nAPO AP 57967"", ""website"": ""http://www.jackson-jordan.com/""}",SPORTS_BAR,ACTIVE
"Gomez, Higgins and Atkinson",-5.579299,-36.936599,Myself some it gas far chance. It establish safe politics poor evidence. Rise national part race until show.,"{""address"": ""32859 David Meadow Apt. 541\nKimberlybury, NE 16716"", ""website"": ""http://reid-burns.com/""}",LOUNGE,ACTIVE
Hale-Lee,-5.579265,-36.936823,Know firm year American big too detail hear.,"{""address"": ""7333 Patton Roads Apt. 144\nHollowaybury, AZ 08402"", ""website"": ""http://www.simmons-smith.info/""}",RESTAURANT,ACTIVE
Brown-Copeland,-5.152278,-36.595703,Way visit site response law manage form. Phone oil fund happen detail computer surface always. Production respond address chance catch work.,"{""address"": ""347 Jennifer Fields\nDustinland, PA 58367"", ""website"": ""https://gill-carroll.net/""}",CAFE,ACTIVE
Patrick-Washington,-5.152278,-36.5957,Follow pull last market player skin mouth. Avoid know table teach. Not seat reason father.,"{""address"": ""645 Matthew Flats\nSouth Ritamouth, HI 12011"", ""website"": ""http://www.leonard.org/""}",SPORTS_BAR,ACTIVE
Collins-Ramirez,-5.255272,-36.356143,Plan husband maybe day. How when whatever. Form major discuss structure.,"{""address"": ""096 Carrie Rue\nJonesville, VI 73480"", ""website"": ""https://flowers.com/""}",WINERY,ACTIVE
Avila PLC,-5.170156,-36.42536,According about situation nice large whole us. One human choose specific teacher hotel appear.,"{""address"": ""683 Arias Club Apt. 087\nMooreshire, VI 75856"", ""website"": ""https://wilson.com/""}",NIGHTCLUB,ACTIVE
Cunningham-Johnson,-6.261593,-36.518154,World into training hour. Expert hand ask evening stuff know we.,"{""address"": ""394 Thornton Mews Apt. 311\nLake Stephenville, UT 57107"", ""website"": ""http://www.wallace.net/""}",BREWERY,ACTIVE
"Smith, Buckley and Sanchez",-6.265366,-36.5189,Game born hit case evidence manage. Require possible them admit whose. Price central explain actually.,"{""address"": ""3754 Cordova Throughway Apt. 569\nNorth Zachary, IA 79786"", ""website"": ""https://www.morris.biz/""}",LOUNGE,ACTIVE
Schmidt Group,-6.230596,-36.018288,Cultural stay outside theory shake foot. Evidence exactly light local.,"{""address"": ""656 Baird Cape Suite 497\nJennaborough, CO 27409"", ""website"": ""http://sanchez.com/""}",LOUNGE,ACTIVE
Goodwin-Sherman,-6.201206,-35.803019,Mouth let that when right. Believe give tree name land form matter. System ready trial group whole oil woman.,"{""address"": ""22624 Amy Inlet Apt. 076\nEdwardsfurt, VA 59179"", ""website"": ""http://www.wolfe.biz/""}",NIGHTCLUB,ACTIVE
Woodward LLC,-5.856748,-35.35366,Top room better cost. One economy responsibility far present.,"{""address"": ""7468 Cristina Neck\nWest Michaelhaven, NY 31915"", ""website"": ""http://www.morales-fox.info/""}",RESTAURANT,ACTIVE
"Crawford, Mcfarland and Carr",-5.80975553633085,-35.2089381068822,Leave nature family food southern. Hour role bring eat wife best few.,"{""address"": ""8220 Michael Fork\nJonathanfurt, WV 71589"", ""website"": ""https://www.curtis-robles.com/""}",PUB,ACTIVE
"Richard, Brown and Boyle",-5.789551,-35.202367,City financial follow quite culture. Appear yet detail thank.,"{""address"": ""USNS Perkins\nFPO AP 16879"", ""website"": ""http://butler.info/""}",BAR,ACTIVE
"Hernandez, Williams and Johns",-5.65228129949136,-35.4250361770392,If man middle issue tough south leader. Through market various law.,"{""address"": ""191 Alexandra Shores\nJackchester, NM 17034"", ""website"": ""http://www.fuller.net/""}",ROOFTOP_BAR,ACTIVE
Garcia Inc,-5.64346900779477,-35.4219754748067,Goal lay forget deep occur. Truth sense political eight. Magazine national strong put. Drop investment sure over government.,"{""address"": ""62924 Jackson Drive\nSouth Michael, AL 48535"", ""website"": ""http://www.johnston.biz/""}",CAFE,ACTIVE
