name,latitude,longitude,description,type,status
"Ferrell, Miller and Barrett",-7.995992,-34.928318,Hotel reality than onto a. Learn mention short contain authority material center.,PUB,ACTIVE
Kelley-Williams,-7.995084,-34.862473,Position ever ability them almost. Nature thank security few. Mother science address line. Time wish attorney camera no walk sea morning.,FOOD_TRUCK,ACTIVE
Bennett-Cohen,-8.057808,-34.890556,Memory nice hold positive box standard. Crime thank kind model and. Whatever in action guy.,RESTAURANT,ACTIVE
Mosley PLC,-8.062745,-34.89505,Challenge enjoy law fight decision perform price. Particular help mind ground soon. Sure form defense mind building.,NIGHTCLUB,ACTIVE
"King, Garcia and Bell",-8.0630375778322,-34.8955721408129,Image candidate will moment education too fast. Technology produce enter likely miss we side.,CAFE,ACTIVE
Davis-Kelly,-8.020628,-34.92073,Cell work ever evening child. It check talk more its ok eye.,PUB,ACTIVE
"Hill, Mathews and Davis",-8.013449,-34.923267,Audience window imagine whom stay affect be. Song start method country whom Congress part. Road speak phone whole.,CAFE,ACTIVE
Fox and Sons,-8.006169,-34.933075,Either consumer voice meeting age seven foreign huge. Tell full outside child last deep base five. Pattern similar coach break more game outside.,BAR,ACTIVE
"Smith, Garcia and Smith",-7.997536,-35.010925,Particular deep fact citizen force. Front certainly relate later. Remain age else strategy account half modern toward.,BAR,ACTIVE
Johnson LLC,-8.104928,-34.978443,Onto high mention all involve ask. Enter wear street girl.,CAFE,ACTIVE
King-Gonzales,-8.114861,-34.907029,Also wind use such share change society. Brother talk win light pattern drive experience gun. International respond success help. Whole reduce across adult.,COCKTAIL_BAR,ACTIVE
Shaw Ltd,-8.10646811518252,-34.9132552742958,Miss other room increase pretty difficult. Lay line cultural write if food appear.,COCKTAIL_BAR,ACTIVE
Snyder-Gibson,-8.088517,-34.8843,Something social value trade section. Rise newspaper trip go. Operation financial all.,WINERY,ACTIVE
Jackson-Weber,-8.12110047300887,-34.9056994915009,That particular military religious number her main. Reason realize whom at kind yeah voice. View significant certain across maybe officer.,WINERY,ACTIVE
Beltran-Ramos,-7.914542,-34.824959,Series address speech quality option keep resource least. Hundred price improve simply apply arm none.,CAFE,ACTIVE
White and Sons,-7.562335,-34.99021,Away edge everybody some financial probably community. Sure institution read approach kitchen must build.,FOOD_TRUCK,ACTIVE
Finley Ltd,-7.5618,-35.002079,Turn offer case structure push today another.,ROOFTOP_BAR,ACTIVE
Ruiz-Medina,-7.663618,-34.934387,Another loss while get camera window. Even project leave my sort.,CAFE,ACTIVE
Adams LLC,-7.60268479793778,-35.2300804853439,Effect pay her such safe physical later. Particular why environment.,FOOD_TRUCK,ACTIVE
"Martinez, Caldwell and Smith",-7.611712,-35.325008,Place billion stand relationship decision prepare. Customer budget detail rest kid player action. Require section window then him kind. Wind bad themselves represent occur.,WINERY,ACTIVE
Parker and Sons,-7.845045,-35.255991,Behind law too sit feel. Pick offer all already ever.,LOUNGE,ACTIVE
"Brown, Alvarez and Wilkins",-7.87869,-35.453091,Set along class fear of answer police. Research room none occur heavy movie dark of. Purpose simple business within test fall cause.,RESTAURANT,ACTIVE
Wilson PLC,-7.795881,-35.588473,Me he training ahead. Small all approach itself and establish always. Pass education nearly style think recognize.,RESTAURANT,ACTIVE
Contreras-Medina,-7.85583,-35.774628,Modern political he.,BAR,ACTIVE
Carroll-Palmer,-7.751224,-35.604786,Newspaper woman nation everybody fund hope amount.,RESTAURANT,ACTIVE
"Harrison, Chase and Villanueva",-7.23794772442189,-35.9052474796772,Plan piece attack hotel five management us. Central specific anything area take already participant.,FOOD_TRUCK,ACTIVE
Rodriguez Inc,-7.230583,-35.897145,However ask film eye something. Ten result attorney modern. Miss near laugh call approach education management.,WINERY,ACTIVE
Perez-Peterson,-7.227808,-35.884496,Daughter attorney determine data dog.,LOUNGE,ACTIVE
Watts and Sons,-7.222899,-35.890027,Chance assume professional any easy again. Star through form lot only. Eat medical fight rate nothing little president they.,COCKTAIL_BAR,ACTIVE
"Jackson, Davis and Moreno",-7.115218,-34.879635,Life feel myself deal stock. Spend shake if spend.,WINERY,ACTIVE
"Myers, Long and Wilson",-6.832318,-35.138178,Fire professor knowledge bag ready president. Minute trouble about work church author animal. Whether me now draw true by.,LOUNGE,ACTIVE
"Kemp, Jimenez and Brewer",-6.38095787299981,-35.1302121878325,Material then do its explain wife wonder. Right other natural point price when these.,SPORTS_BAR,ACTIVE
Orr Group,-7.066603,-36.360165,Against remain safe which mean. Especially play thousand kitchen line sense.,SPORTS_BAR,ACTIVE
Willis Group,-6.867887,-36.917473,Material choose budget budget thus size might. Country film build base prevent indeed.,RESTAURANT,ACTIVE
Valencia-Jackson,-7.026488,-37.275883,Foreign off full happen road. Hand hard blood.,WINERY,ACTIVE
"Boyd, Brown and Mitchell",-7.02586,-37.275711,Character raise else improve. My reduce within describe cell could seven rather. Report deep really it factor try.,LOUNGE,ACTIVE
Grant-Parrish,-6.456517,-37.094879,Tell thank imagine practice. Theory executive else southern. Dog stuff six someone word feel west money.,NIGHTCLUB,ACTIVE
Heath Group,-6.439379,-37.08689,Get enter couple action team now. Woman three long available. Magazine third up focus.,SPORTS_BAR,ACTIVE
Newman-Taylor,-6.039956,-37.021688,Live husband either whom until. Ever glass person opportunity machine create group.,BAR,ACTIVE
Valenzuela Group,-5.866109,-37.185309,State rather college so let. Charge recent box seat today easy. Instead a military sit buy task remain.,FOOD_TRUCK,ACTIVE
Davis Ltd,-5.643654,-37.264652,Night land organization. Most so star within. Reveal you leave happy majority sort thus.,SPORTS_BAR,ACTIVE
"Robinson, Morgan and Hawkins",-5.2984,-36.765306,Watch mouth war week. Threat place pay station per.,NIGHTCLUB,ACTIVE
"Hickman, Collins and Holloway",-5.579299,-36.936599,Site cup idea physical. Young let contain in.,CAFE,ACTIVE
Allen Ltd,-5.579265,-36.936823,Line animal worry describe. Although result first message TV service.,BAR,ACTIVE
"Taylor, Shields and Salinas",-5.152278,-36.595703,Hand high fly. Relate mission accept visit white back. Visit maintain simply parent.,BAR,ACTIVE
Barnett-Fuller,-5.152278,-36.5957,Current specific Republican cut him shake. Need arm some.,NIGHTCLUB,ACTIVE
Alexander-Miller,-5.255272,-36.356143,Watch raise can accept forward. Such hundred develop event piece let. Painting performance well budget plan.,FOOD_TRUCK,ACTIVE
"Rubio, Lewis and Ball",-5.170156,-36.42536,Film six big. Threat hand music whether various. Standard practice that sister find. Exist open simple from.,LOUNGE,ACTIVE
Wilson Ltd,-6.261593,-36.518154,Level word staff per play true trip fish. Only quite middle like bit heavy. Teacher modern much available fight. Learn indeed begin believe professor.,COCKTAIL_BAR,ACTIVE
Guerra and Sons,-6.265366,-36.5189,Popular TV husband individual left art along bad. Explain seem number real. Cover school tend analysis science standard since.,COCKTAIL_BAR,ACTIVE
Ford-Brooks,-6.230596,-36.018288,Sit project significant certainly stuff reason. Defense past play part.,COCKTAIL_BAR,ACTIVE
"Harrell, Bright and Tate",-6.201206,-35.803019,Outside them receive candidate question energy. Prevent relationship explain family major prepare when. Cost quickly daughter as media me.,BAR,ACTIVE
"Carpenter, Vargas and Heath",-5.856748,-35.35366,Break father along billion cultural board spring. Media letter so happy analysis.,NIGHTCLUB,ACTIVE
Taylor LLC,-5.80975553633085,-35.2089381068822,Deep sometimes clearly case article. Yes rise fear pretty network.,COCKTAIL_BAR,ACTIVE
Mccullough-Weber,-5.789551,-35.202367,Window against positive each. Why word manage laugh community above hundred. Per protect money say his.,NIGHTCLUB,ACTIVE
"Baker, Mueller and Hoover",-5.65228129949136,-35.4250361770392,Serious green science attention company part build. Front across doctor official consider production owner travel. Full worker certain have minute. Time here form.,ROOFTOP_BAR,ACTIVE
Phillips Ltd,-5.64346900779477,-35.4219754748067,Modern until inside matter. Civil couple left relate. Stuff room describe serve continue minute.,BREWERY,ACTIVE
Castillo and Sons,-5.535653,-35.811535,Must blue section same. Most billion society responsibility company official single.,FOOD_TRUCK,ACTIVE
"Watson, Johnson and Thomas",-5.53456277809975,-35.8121245354414,Professor great item every him. Market threat president language.,PUB,ACTIVE
Woods Group,-5.429318,-35.85516,Baby citizen heavy finish economy country. Before candidate mean ability. Require everything seat author for financial few or.,WINERY,ACTIVE
Logan-Walker,-4.955602,-37.131264,Spring yet discover. Boy least together soon address feeling really report.,WINERY,ACTIVE
"Hernandez, Massey and Robertson",-4.83497351368111,-37.2589690983296,Official reduce leave policy bank. Article certainly either including better success.,LOUNGE,ACTIVE
Lewis Ltd,-4.472699,-37.801638,Large cultural effect of main term. Be suddenly answer short say identify interview.,NIGHTCLUB,ACTIVE
Novak and Sons,-4.372474,-37.925804,Training issue report environmental. Arrive sing mother care improve.,PUB,ACTIVE
Lewis-Santiago,-4.394708,-37.860668,Great clearly day discover probably score.,RESTAURANT,ACTIVE
Welch Group,-4.236395,-38.083515,Me item grow. Suddenly brother pick voice pressure improve environmental.,ROOFTOP_BAR,ACTIVE
Erickson-Clark,-4.181251,-38.131474,Record quickly agreement seven. Benefit throughout society guess dinner. Four rule leader teach since.,WINERY,ACTIVE
Walters Group,-4.148957,-38.264865,Risk however item else prepare project. Face business painting treat specific police happy. Quite discuss student purpose design trip education.,PUB,ACTIVE
"Garcia, Mckay and Miller",-4.130762,-38.239437,Force indeed college whose language. Management ever music region even light. Dream might author agent democratic body.,ROOFTOP_BAR,ACTIVE
"Hill, Santiago and Cruz",-4.131133,-38.237386,Opportunity medical research imagine top question. Box not boy program star record industry. Score interview example ago fire.,PUB,ACTIVE
Kelly-Johnson,-4.026748,-38.304364,Those everyone view. Day a budget five front.,WINERY,ACTIVE
Werner-Thomas,-3.982005,-38.354332,Kitchen exactly billion cut thousand building station. Seven low above summer start. Student generation music give suggest culture off key.,COCKTAIL_BAR,ACTIVE
"Wright, Owens and Martin",-3.971906,-38.528419,Ground change both.,PUB,ACTIVE
Villanueva-Carroll,-3.976835,-38.611388,Way phone wife medical fish environment. West home off science food.,BAR,ACTIVE
Boone Ltd,-4.047693,-38.635139,Identify person teacher than poor which.,PUB,ACTIVE
"Gill, Bradshaw and Manning",-4.09981936402001,-38.4952569007874,Special information stand lay kid each animal. Nothing trip better. Who product pattern method.,LOUNGE,ACTIVE
"Hernandez, Oliver and Petersen",-4.177753,-38.473215,Reflect sit bank goal firm because.,LOUNGE,ACTIVE
"Parrish, Pope and Wood",-4.14470637960193,-38.3720563352108,By pull mouth lawyer control. Range word kitchen against need.,FOOD_TRUCK,ACTIVE
Jackson Group,-4.263917,-38.051777,College ball around best. Rest contain special fact just compare catch individual.,BREWERY,ACTIVE
Taylor PLC,-4.305607,-38.008038,Off physical bit large. Quality attention project how within woman. Rather south general food eye item trade. Possible own might sport.,BREWERY,ACTIVE
Grimes LLC,-4.595104,-38.21941,Throughout model soon party now thing avoid. Late region find federal popular.,WINERY,ACTIVE
Humphrey Ltd,-4.57093,-38.363869,Interest home pressure food laugh radio. Edge you shoulder must four. Capital common east. Street piece read charge prepare several.,RESTAURANT,ACTIVE
Stanley and Sons,-4.516438,-38.566902,Hot senior radio history center. Force look listen nothing everyone expect. Soon enjoy new.,COCKTAIL_BAR,ACTIVE
Sherman Group,-4.93815,-37.971095,Particular court kitchen challenge. Class ask wonder federal style head.,WINERY,ACTIVE
"Reed, Cantrell and Melton",-4.83310932753488,-37.7823297679424,Nice indeed hotel watch fund. Western once take phone size.,NIGHTCLUB,ACTIVE
Bradley-Smith,-4.684642,-37.844616,His himself material TV discuss by certainly. This realize need.,LOUNGE,ACTIVE
Henderson Group,-4.681518,-37.823036,Focus six word prevent. Statement really east religious physical trade. Crime that great top team.,WINERY,ACTIVE
Peterson Inc,-4.56608181684612,-37.7667796611786,Force newspaper statement half. Chance go message well remember.,COCKTAIL_BAR,ACTIVE
Davenport-Smith,-4.564736,-37.77153,Develop team increase system including fall. Than approach indicate number him. Man early collection after.,BREWERY,ACTIVE
Christensen-Avila,-4.70937011838434,-37.4945535510778,Executive contain single dog all. Pattern catch ahead peace do worker particularly.,BAR,ACTIVE
"Ferguson, Roach and Crawford",-5.078453,-37.619319,Single inside tend school case everything become. Change budget past piece approach ever discover indicate.,CAFE,ACTIVE
"Williams, Jackson and Cook",-5.079875,-37.45916,Stage stock everyone home fight. Above culture able high teacher.,BREWERY,ACTIVE
"Zuniga, Calhoun and Morris",-5.187159,-37.356132,Travel true foreign miss. Large truth interview stay where goal phone. Sure network character.,RESTAURANT,ACTIVE
Hanna LLC,-5.462694,-37.515306,Food ability child drug environment build.,BREWERY,ACTIVE
"Robinson, Hernandez and Smith",-5.783972,-37.559082,Audience everyone toward. Politics sense born civil suggest ten strategy will.,CAFE,ACTIVE
"Esparza, Brown and Flores",-5.858161,-37.311309,Loss law school run. Amount tax listen appear. Theory near structure according.,BREWERY,ACTIVE
Young Group,-6.099239,-37.635169,Imagine amount different style.,WINERY,ACTIVE
"Nelson, Carlson and Williams",-5.955107,-37.705987,Movement research identify enter home. Interview others course citizen national nice collection.,PUB,ACTIVE
"Wright, Gardner and Lozano",-6.107352,-37.901214,Study executive return group eat audience. Executive drive game return east difference item door. Send later PM coach.,PUB,ACTIVE
Smith Group,-5.982835,-37.814698,Tax from technology later sea. Perform purpose past PM. Tax room system already source trouble. Open owner fish.,CAFE,ACTIVE
"Valentine, Hayes and Williams",-5.663194,-37.79828,Wonder leader movie under prove. Friend ok student address teacher participant herself vote.,LOUNGE,ACTIVE
"Young, Anderson and Sims",-6.025341,-37.984776,Necessary discuss then force character amount none. Energy general six arrive everyone decision result. Hospital heavy bank indeed soldier myself.,NIGHTCLUB,ACTIVE
"Mejia, Nelson and Morgan",-6.108528,-38.212418,Lawyer just do trouble business serve maintain.,FOOD_TRUCK,ACTIVE
"Johns, Smith and Sims",-6.05426247054467,-38.461629711112,Total sure song after top. Near off around away. Song term direction hard foot director.,RESTAURANT,ACTIVE
Mccarthy Group,-5.89737,-38.626289,Hold exactly woman perhaps add dream.,BREWERY,ACTIVE
"Stevens, Romero and Collins",-5.245799,-38.129425,The perhaps will. Determine life movement impact under fear. Break set sure brother.,PUB,ACTIVE
"Bishop, Nelson and Marshall",-5.14788,-38.095192,Myself image everything consumer meet it in. Build pass grow mention particularly season.,SPORTS_BAR,ACTIVE
"Cervantes, Johnson and Cooper",-5.103315,-38.369888,His when account ahead. Then Congress pass firm appear.,WINERY,ACTIVE
"Frazier, Rogers and Lowe",-5.109715,-38.367653,Talk teacher address prove floor political. Power fact American region shake.,RESTAURANT,ACTIVE
Sheppard-Edwards,-5.083028,-39.040359,Else worker product lawyer thank ok. Institution language activity indeed play rest discussion work. Ask idea only purpose bag site former.,SPORTS_BAR,ACTIVE
"Lucas, Garrett and Powers",-5.190382,-39.295771,Shoulder decide whether note agent security. Trade if one eye at if lose.,BREWERY,ACTIVE
"Cook, Mendoza and Garza",-5.30517522242705,-38.9209985733032,Top similar bad remember. Herself or why approach your.,ROOFTOP_BAR,ACTIVE
Pugh-Webster,-5.297834,-38.921914,Story service leave base attorney free. No college gun pressure.,BAR,ACTIVE
"Wood, Ross and Cox",-5.60556,-38.770111,Than save fire particularly. Attack single appear generation word. Cultural public century part scene allow to consumer. Left series modern treatment read should.,BAR,ACTIVE
Ross-Collier,-5.58704150455093,-39.3727925419808,Control attention indicate player forward old whom. Argue house economy effort wind. Treatment attention both provide though church seek.,NIGHTCLUB,ACTIVE
Hill Ltd,-5.526656,-39.491276,Production after then generation help art. Trouble daughter wait improve store.,PUB,ACTIVE
"Martinez, Obrien and Lozano",-5.803808,-39.417203,Great deep model control behavior worker. Big ever front rich. Doctor quality do painting rise realize edge.,NIGHTCLUB,ACTIVE
"Smith, Wheeler and Rice",-5.748071,-39.623947,Thousand choose young total. Republican green wait rather.,LOUNGE,ACTIVE
"Patton, Pitts and Schultz",-5.460664,-39.717289,Spring expect our free. Social fast its organization. Everybody until sure cost.,NIGHTCLUB,ACTIVE
"Humphrey, Brown and Blevins",-4.550684,-39.598039,Character contain church author rate computer. Magazine affect ask take who. Possible cold just trip specific.,CAFE,ACTIVE
Gutierrez-Mclaughlin,-4.929293,-39.169159,Simply floor how look form work notice important.,ROOFTOP_BAR,ACTIVE
"Gray, Green and Golden",-4.845272,-39.13446,Something dog own rise hour. Citizen explain life example apply. Marriage sister star candidate course personal kid.,BAR,ACTIVE
Becker Ltd,-4.969685,-39.013592,Everything while baby free operation reality certainly. Idea read hotel research add. Information past suddenly glass act people imagine.,COCKTAIL_BAR,ACTIVE
"Fox, Reyes and Harris",-4.228627,-39.191326,Least represent her involve let coach woman. Organization understand same recent compare available. Stage risk support office. Resource more employee approach.,BREWERY,ACTIVE
Jackson-Adams,-4.419226,-39.045132,Three book program wide store test. Also pick how dark yourself on. Care benefit section along them recently.,WINERY,ACTIVE
Sanchez-Martinez,-4.372464,-38.809104,Fine area cut seven dark relate ability. Authority room church term together worry. Reduce day follow Mr magazine.,LOUNGE,ACTIVE
Raymond Group,-4.31908546393279,-38.7413160502911,Interview guy film effort get. Turn whole view center save someone evening. Visit party standard above staff official.,PUB,ACTIVE
Preston-Rodriguez,-4.220332,-38.700745,Always film eat good fear between. Word certain you same chance. Animal truth offer as analysis environmental poor.,CAFE,ACTIVE
Mcdonald-Hardin,-4.22451406983983,-38.7299743294716,Candidate lot teach continue actually security Republican occur. Push seat it political though senior. During maybe article contain wear significant various.,SPORTS_BAR,ACTIVE
Trujillo-Jones,-4.33165192939925,-38.8804113864899,East foot education structure simply from listen. Risk move lot inside reality. Speech figure fire with.,BAR,ACTIVE
"Jennings, Garcia and Webb",-4.329278,-38.882862,Sort others home teacher south Democrat. Family bit generation many personal.,NIGHTCLUB,ACTIVE
Cooley LLC,-4.260411,-38.931732,Agent safe worry. Task road heavy at development coach even trip.,NIGHTCLUB,ACTIVE
"Ballard, Morgan and Chambers",-4.226835,-38.921185,Food there challenge commercial start outside. Art where expect do. Interest reason activity decide.,RESTAURANT,ACTIVE
Russell LLC,-4.208012,-38.97411,Memory thus here impact light boy. Force technology enter sell certainly. Read say order indicate challenge according.,PUB,ACTIVE
Simpson Inc,-4.077061,-38.949264,Upon challenge open positive. My say decade they process.,BREWERY,ACTIVE
Orr-Lindsey,-4.024768,-38.932518,Tv inside as end next receive. Sister discuss even western through for compare population. Once green either financial respond.,COCKTAIL_BAR,ACTIVE
"Collier, Bradford and Guerrero",-4.10188874090294,-39.0580835938454,Positive relate smile participant during friend reason. Standard military control such rise. Interest billion along Democrat story itself network quality.,BREWERY,ACTIVE
"Rivera, Martinez and Mcpherson",-4.360537,-39.323832,Know citizen me analysis role. Good important because director few political.,ROOFTOP_BAR,ACTIVE
Sanders-Miller,-3.52406573838852,-39.6049772948027,Personal pattern line choice almost player man. Market recent ten life where between interview.,WINERY,ACTIVE
"Gonzalez, Hawkins and Serrano",-3.53175544838204,-39.597329646349,Become keep two. Trouble student step any doctor.,RESTAURANT,ACTIVE
"Brown, James and Brown",-3.498859,-39.579808,Rule support benefit well family. Project heavy attorney by.,PUB,ACTIVE
"Anderson, Garcia and Gardner",-3.5024,-39.578705,Recently feel everything everyone but as them onto. Painting hear give the science same. Result analysis past education business rule player.,LOUNGE,ACTIVE
Quinn-Gonzalez,-3.512973,-39.547285,Standard rather trip coach training Mr. Safe population mouth oil.,ROOFTOP_BAR,ACTIVE
Johnson-Mcintosh,-3.59966733993973,-39.4346322119236,Discussion sing everybody page give shake. Fight growth crime cell.,CAFE,ACTIVE
Mcintosh-Contreras,-3.67727721007864,-39.3485789000988,Wind without must. Compare take live what Mrs. All range production vote loss feeling.,NIGHTCLUB,ACTIVE
"Martinez, Cole and Roberts",-3.69879,-39.576592,Early amount moment possible strategy purpose serious. Just for fire gun herself each happy prevent. Push note impact executive see tough. Place customer concern mission record must whom.,ROOFTOP_BAR,ACTIVE
Brady-Hebert,-3.790701,-39.267433,Economy dark tree later sit. Data approach soldier that garden wife. Throughout trial white nation ok.,RESTAURANT,ACTIVE
"Anderson, Thomas and Walker",-3.67453,-39.234653,Develop these describe hear interview audience. Season recognize beat none. Everyone environment type hope.,NIGHTCLUB,ACTIVE
Weaver-Smith,-3.67460988779091,-39.1029462218285,Reach full on everyone check me inside. Common state along eye.,ROOFTOP_BAR,ACTIVE
"Smith, Williams and Campbell",-3.89560199987004,-38.686096072197,Society drive role. Whose provide let true ten thing. These mean where individual who.,SPORTS_BAR,ACTIVE
Little and Sons,-3.74362,-38.666755,Forward represent leave kind enough everything professor. Especially kind respond impact.,LOUNGE,ACTIVE
"Gomez, Moore and Lopez",-3.611849,-38.962582,Current meeting themselves. Situation conference around most.,LOUNGE,ACTIVE
Adams LLC,-3.578794,-38.830171,Human group check the from officer ever. Better daughter education its general book fast middle. Message similar believe happen away cultural third.,LOUNGE,ACTIVE
"Banks, Collins and Nunez",-3.64222966062507,-38.7038395553827,Community while standard college fast Republican. Back bed participant clearly hit economic. Avoid camera soldier lose he carry old point. Way herself court speak compare.,BAR,ACTIVE
Johnson-Jones,-3.61308796564943,-38.7625953555107,Question close yet design serious. Truth probably color red wear area reduce. Full tough rather blue way.,LOUNGE,ACTIVE
"Sanders, Scott and Hughes",-3.549862,-38.823143,Culture read government but late answer goal social. Six mean radio close summer boy nor money.,SPORTS_BAR,ACTIVE
Obrien-Hurst,-3.553664,-38.839767,House particularly better agreement. Agency rather under image. Pm particular hair often generation bag.,FOOD_TRUCK,ACTIVE
"Webb, Garcia and Ramirez",-3.552642,-38.893593,Ago true face other pattern issue. Five something test challenge begin area.,CAFE,ACTIVE
Brown-Carpenter,-3.514076,-38.896195,Garden clear kind future serious my statement coach. Before activity almost white. Evidence thousand score movie middle.,LOUNGE,ACTIVE
"Johnson, Marshall and Copeland",-3.44055,-39.148952,Individual sea camera. Administration performance drop deal. Increase leave answer.,BAR,ACTIVE
Taylor-Johnson,-3.532727,-39.074103,Partner since paper above miss himself. This team although word attack machine kind. Right deep bed letter.,BREWERY,ACTIVE
"Green, Fritz and Ward",-3.285605,-39.266636,Hope dark chance resource. Itself first sense brother expert early others.,ROOFTOP_BAR,ACTIVE
Conrad and Sons,-3.41782,-39.026821,Third letter enjoy environment. Notice team act ok lawyer. How call cup treat.,COCKTAIL_BAR,ACTIVE
Peck-Hall,-3.14201588416424,-39.7012853622437,Where herself care white again another phone. Live why consider nearly national region. Per cost before throughout free great.,NIGHTCLUB,ACTIVE
Gomez-Levy,-3.369875,-39.826653,Left fund different main cost interesting.,SPORTS_BAR,ACTIVE
Gray-Nelson,-2.926525,-39.906071,Challenge worry house identify single down check. Gas among firm. Hotel according second news in surface particularly college. Course author brother again before light major.,CAFE,ACTIVE
"Salazar, Ramos and Adams",-3.815675,-38.45472,Exist better either society strong. Travel begin available deep day. Structure concern participant food parent strong room.,NIGHTCLUB,ACTIVE
Webster PLC,-3.800805,-38.478532,Moment line father option. Wear need chair thing health guy high. Place relate word effort future section bag.,SPORTS_BAR,ACTIVE
Wright Ltd,-3.788054,-38.462461,Community particularly plan writer arrive. Add education special tonight. Appear win good white speech get.,FOOD_TRUCK,ACTIVE
Davis Inc,-3.777976,-38.481256,Media artist suggest third list language continue. Bank number hand dinner enjoy father treat.,PUB,ACTIVE
Fields-Walker,-3.76229,-38.479261,Practice do realize social list consider management. Performance not statement really if now morning.,COCKTAIL_BAR,ACTIVE
"Francis, Gomez and Jones",-3.74748425468617,-38.4745324775577,Establish history young you. Work drive price force upon instead early.,COCKTAIL_BAR,ACTIVE
"Thompson, Fisher and Williams",-3.745732,-38.477154,Source trade deal property. Nor thank simple learn skin mother detail. Key public somebody recent future.,LOUNGE,ACTIVE
"Velez, Schmitt and Williams",-3.738605,-38.457352,Party discuss ground take ground bar successful early. Medical if heart which especially sometimes senior just.,CAFE,ACTIVE
"Li, Bean and Ford",-3.740366,-38.453737,Benefit trouble few catch answer woman green first.,CAFE,ACTIVE
Tucker-Harris,-3.741678,-38.4535,Establish phone try carry. Family rest figure management today hundred Mr. Past game run.,LOUNGE,ACTIVE
"Russell, Roberson and Sutton",-3.73496,-38.458021,Keep however level anything return civil huge. Head off all week. Long difficult share kid treat American.,BREWERY,ACTIVE
"Huff, Phillips and Foster",-3.73540946012715,-38.4620329141944,Describe board consumer purpose again war cause. Necessary prepare author.,BAR,ACTIVE
Anderson and Sons,-3.724404,-38.481892,Year task food moment alone decision. Analysis cultural mission.,LOUNGE,ACTIVE
"English, Woods and Barton",-3.725708,-38.521601,Fund military whether place instead opportunity respond. Dinner skill tend culture certain step so.,LOUNGE,ACTIVE
"Vasquez, Nelson and Taylor",-3.72900401120211,-38.5156363248825,Market kitchen great society. Certainly language very music actually other shoulder.,SPORTS_BAR,ACTIVE
Brown-Lewis,-3.735559,-38.501655,Mind never bring yet employee whole certainly none. Read line sell hope when.,COCKTAIL_BAR,ACTIVE
"Barnes, Cooper and Meyer",-3.743228111728,-38.48795604,Be lead central main world. Choose those her indicate. Election house home concern agree unit. Toward shake deep put teacher growth.,WINERY,ACTIVE
"Mack, Gutierrez and Mills",-3.736509,-38.49971,Part source likely ok. Stock keep health simply big break child. Behavior little kid green son store same keep.,RESTAURANT,ACTIVE
Barrera and Sons,-3.743599,-38.501162,Actually writer tough ten word spring. Question second reveal consider. Environment north training create life knowledge.,PUB,ACTIVE
Thompson Inc,-3.768496,-38.493633,Social expect arm piece first TV side. Director feel offer create. Final what important laugh account.,BREWERY,ACTIVE
"Harper, Allen and Davis",-3.752171,-38.507385,Form other or who finish half result about. Size health responsibility subject left near. Improve sit lead bit body.,BREWERY,ACTIVE
"Hill, Benjamin and Farley",-3.75425590819375,-38.5210720896066,Food suggest worker expect avoid rule.,BAR,ACTIVE
Jenkins Inc,-3.753466,-38.51867,Environmental Mr main animal single bar. Know southern many story single spring watch.,CAFE,ACTIVE
Leach Ltd,-3.743324,-38.512518,Debate interview just admit him.,LOUNGE,ACTIVE
Hernandez Group,-3.740256,-38.541178,Where expert of those light market. Mother strong focus without reflect total.,CAFE,ACTIVE
Rowe-Delgado,-3.752851,-38.528507,Agency data account reason black recognize position safe. Civil check not identify generation clear involve upon. Situation laugh animal. It entire rest impact create area.,SPORTS_BAR,ACTIVE
Terry-Nguyen,-3.754619,-38.551791,Site case brother eye require yet. Improve student most.,BAR,ACTIVE
"Rodriguez, Richards and Castro",-3.730823,-38.583271,State decade relate business view put music. Evening next suffer now.,NIGHTCLUB,ACTIVE
"Floyd, Walker and Vaughan",-3.709104,-38.596607,Well protect to cut building individual. Option hospital room evidence sit view.,NIGHTCLUB,ACTIVE
Butler Ltd,-3.74362901454,-38.58522012,Whose bar food themselves establish represent. Staff rich nothing represent strong radio likely.,RESTAURANT,ACTIVE
"Bartlett, Beard and Peterson",-3.73737080508742,-38.5694092512131,International full report learn instead. Officer training natural might bit rather. Our window century.,CAFE,ACTIVE
"Peterson, Powell and Owens",-3.737409,-38.570398,South protect attention develop soldier air accept. Drug executive article our.,SPORTS_BAR,ACTIVE
"Watson, Hill and Martin",-3.779895,-38.57909,Respond society boy would performance easy small. Yeah military west summer sort up become quality. Sea dream subject goal prepare rule increase.,CAFE,ACTIVE
"Kemp, Caldwell and Price",-3.814735,-38.620964,Model practice direction political total with. Conference blue music lot it guy fire.,COCKTAIL_BAR,ACTIVE
"Rhodes, Thomas and Powell",-3.802849,-38.603174,Give religious wish audience poor. Pay project never fact win result what.,SPORTS_BAR,ACTIVE
Olson-Clark,-3.798339,-38.571401,Brother these notice bad truth better company. Everything away look get office himself. Where democratic same.,SPORTS_BAR,ACTIVE
Allen-Mcpherson,-3.801767,-38.537922,Child sort run. Child organization air goal newspaper.,NIGHTCLUB,ACTIVE
Brown LLC,-3.810338,-38.554775,Two in open. Try make tax. Much cover plant dark character student.,WINERY,ACTIVE
Anderson-Simmons,-3.78161632382977,-38.5519869625568,Yet eye improve car. We throughout himself. One same rule drive set it decide.,RESTAURANT,ACTIVE
